Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
positive regulation of ERBB signaling pathway (GO:1901186)	3/23	0.871428528783564	1	0	0	0.646196594543947	0.0889304973428023	NUP62;UBA52;ART4
regulation of smooth muscle contraction (GO:0006940)	3/23	0.871428528783564	1	0	0	0.646196594543947	0.0889304973428023	SPHK1;DAPK3;NMU
positive regulation of monooxygenase activity (GO:0032770)	3/23	0.871428528783564	1	0	0	0.646196594543947	0.0889304973428023	TERT;NPR3;APOE
cell-cell adhesion mediated by cadherin (GO:0044331)	3/23	0.871428528783564	1	0	0	0.646196594543947	0.0889304973428023	CDH6;FER;CDH24
TOR signaling (GO:0031929)	3/23	0.871428528783564	1	0	0	0.646196594543947	0.0889304973428023	PRR5;FLCN;MLST8
actomyosin structure organization (GO:0031032)	11/71	0.874083976812692	1	0	0	0.76754806769774	0.103295716799778	TMOD1;EPB41L4B;MYLIP;EPB41L5;EPB41L4A;TPM1;MYO18A;SORBS1;F11R;CDC42BPA;MYLK3
positive regulation of lymphocyte proliferation (GO:0050671)	11/71	0.874083976812692	1	0	0	0.76754806769774	0.103295716799778	VAV3;CCDC88B;PNP;PTPRC;CD81;IL7;IL18;NFATC2;IRS2;IL6ST;CD320
positive regulation of growth (GO:0045927)	11/71	0.874083976812692	1	0	0	0.76754806769774	0.103295716799778	SUPV3L1;SDCBP;EXOSC4;HYAL1;SPHK1;EXOSC9;INSR;AKAP6;TRIM32;CDKN2AIP;EIF4G1
positive regulation of protein kinase B signaling (GO:0051897)	21/127	0.874262578261987	1	0	0	0.819194108043901	0.110078811494569	INSR;IL18;AKR1C3;IRS2;PTPRJ;PIK3R1;FGF2;VAV1;MTDH;FGF9;PIK3CA;C1QBP;KIT;SPRY2;ADAM8;FYN;FGFR4;GAS6;PIK3AP1;FGFR3;FGFR1
regulation of ion transmembrane transporter activity (GO:0032412)	6/42	0.877509857600632	1	0	0	0.707739127357656	0.0924782122313599	HOMER1;NEDD4;WNK3;NEDD4L;FXYD5;YWHAH
regulation of interleukin-6 production (GO:0032675)	6/42	0.877509857600632	1	0	0	0.707739127357656	0.0924782122313599	PYCARD;TNFAIP3;CYBA;IRAK3;GAS6;IL6R
pattern recognition receptor signaling pathway (GO:0002221)	7/48	0.877711848867691	1	0	0	0.72248369251094	0.0942385545147763	IRAK1;IRAK2;IRAK3;HMGB1;CD36;CTSS;CTSB
cellular response to mechanical stimulus (GO:0071260)	7/48	0.877711848867691	1	0	0	0.72248369251094	0.0942385545147763	CNN2;MAP3K1;GADD45A;BNIP3;TNFRSF8;TNFRSF10B;AQP1
cellular protein complex assembly (GO:0043623)	24/144	0.878663735085203	1	0	0	0.825695648583932	0.106806216192829	SMAD2;SMAD1;SMAD4;PSMD11;SMAD3;DNAAF3;PSMD13;MID1IP1;PXN;ADRM1;CYBA;TMEM170A;PSMD8;NUP93;ANLN;EID2;TESPA1;FCHO1;LONP1;PSMG2;VAMP4;EPS15;PICALM;HSPA1A
histone exchange (GO:0043486)	5/36	0.878751260153209	1	0	0	0.688079707153277	0.0889366428790869	CENPU;CENPX;MIS18BP1;ITGB3BP;CENPS
lymphocyte proliferation (GO:0046651)	5/36	0.878751260153209	1	0	0	0.688079707153277	0.0889366428790869	CR2;PTPRC;FLT3;ELF4;CTPS1
endoderm formation (GO:0001706)	5/36	0.878751260153209	1	0	0	0.688079707153277	0.0889366428790869	DUSP5;DUSP1;ITGB2;TBX20;HMGA2
histone deacetylation (GO:0016575)	5/36	0.878751260153209	1	0	0	0.688079707153277	0.0889366428790869	ELK4;HDAC5;SIN3A;TBL1X;SIRT7
regulation of blood circulation (GO:1903522)	5/36	0.878751260153209	1	0	0	0.688079707153277	0.0889366428790869	KCNJ12;CELF2;TPM1;AGTR1;CACNA1H
axonal transport (GO:0098930)	5/36	0.878751260153209	1	0	0	0.688079707153277	0.0889366428790869	BLOC1S6;DST;KIF3A;AP3S1;TRAK2
regulation of cysteine-type endopeptidase activity (GO:2000116)	5/36	0.878751260153209	1	0	0	0.688079707153277	0.0889366428790869	PYCARD;BEX3;FYN;PSMB9;BIRC3
positive regulation of immune response (GO:0050778)	8/54	0.878849769635396	1	0	0	0.733951687630162	0.0947834798071664	PYCARD;PTPRC;RIOK3;POLR3D;ITGB2;MYB;ADAM8;IL6ST
regulation of mRNA splicing, via spliceosome (GO:0048024)	9/60	0.880606619778313	1	0	0	0.743126083725539	0.0944842221987979	SRPK2;TIA1;MBNL2;C1QBP;SRSF4;MBNL3;SRSF7;RBMX;JMJD6
beta-catenin-TCF complex assembly (GO:1904837)	4/30	0.882294796222049	1	0	0	0.660556518867146	0.0827208605336377	PYGO1;TERT;CTNNB1;ASH2L
cyclic purine nucleotide metabolic process (GO:0052652)	4/30	0.882294796222049	1	0	0	0.660556518867146	0.0827208605336377	ADCY3;ADM;GUCY2F;AQP1
phosphatidylinositol 3-kinase signaling (GO:0014065)	4/30	0.882294796222049	1	0	0	0.660556518867146	0.0827208605336377	PIK3CA;C1QBP;NF1;PIK3R1
ATP-dependent chromatin remodeling (GO:0043044)	4/30	0.882294796222049	1	0	0	0.660556518867146	0.0827208605336377	SMARCE1;SMARCD2;SMARCB1;MBD2
regulation of protein polymerization (GO:0032271)	4/30	0.882294796222049	1	0	0	0.660556518867146	0.0827208605336377	EPS8;RASA1;ARHGAP18;EPS8L2
regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	4/30	0.882294796222049	1	0	0	0.660556518867146	0.0827208605336377	HDAC5;HMOX1;FGF2;HDAC7
negative regulation of cysteine-type endopeptidase activity (GO:2000117)	11/72	0.885218252615164	1	0	0	0.756887677868604	0.0922805413667476	BEX3;GPX1;ARL6IP1;SIAH2;IFI6;TNFRSF10B;TNFRSF1B;GAS6;CD44;AQP1;SNCA
regulation of phosphatase activity (GO:0010921)	11/72	0.885218252615164	1	0	0	0.756887677868604	0.0922805413667476	PLEKHF2;PPP1R26;FARP1;SPRED1;CNST;FKBP15;WDR81;GPATCH2;CEP192;SFI1;SYTL2
regulation of multicellular organism growth (GO:0040014)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	BBS2;APP
ureteric bud development (GO:0001657)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	ROBO2;PKD2
negative regulation of telomere maintenance (GO:0032205)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	TNKS;TERF1
positive regulation of monocyte chemotaxis (GO:0090026)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	ANO6;HMGB1
histone H2A ubiquitination (GO:0033522)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	RNF2;DDB2
positive regulation of striated muscle cell differentiation (GO:0051155)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	MAPK14;MYLK3
gastrulation (GO:0007369)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	SMAD2;MKKS
positive regulation of cellular protein catabolic process (GO:1903364)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	CD81;APOE
pharyngeal system development (GO:0060037)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	BMPR2;HES1
embryo development ending in birth or egg hatching (GO:0009792)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	BRCA1;FGFR1
long-term memory (GO:0007616)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	APOE;SGK1
macrophage activation (GO:0042116)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	AZU1;SNCA
regulation of transcription from RNA polymerase I promoter (GO:0006356)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	WDR75;POLR2K
chaperone-mediated protein complex assembly (GO:0051131)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	LONP1;HSPA1A
positive chemotaxis (GO:0050918)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	GPNMB;PTPRJ
mesonephric tubule development (GO:0072164)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	ROBO2;PKD2
positive regulation of transcription of Notch receptor target (GO:0007221)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	KAT2B;PLXND1
positive regulation of natural killer cell mediated immunity (GO:0002717)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	LAMP1;NECTIN2
mitotic G2 DNA damage checkpoint (GO:0007095)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	FANCI;HMGA2
N-terminal protein amino acid modification (GO:0031365)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	NAA16;METAP2
regulation of transposition (GO:0010528)	2/17	0.885379189278379	1	0	0	0.582843987235717	0.0709549976112676	PIWIL2;BTBD18
cellular calcium ion homeostasis (GO:0006874)	20/123	0.887291990300817	1	0	0	0.805556730325787	0.0963294100537642	RYR2;SLC24A3;TRPC4;TRPC1;MCUB;FZD9;ATP2B4;RMDN3;SLC30A1;ATP2B2;TMCO1;LETM1;AFG3L2;TNNI3;PDE6B;CALR;PDE6A;PDZD8;ELANE;MCU
visual perception (GO:0007601)	12/78	0.887837784704249	1	0	0	0.76218059869286	0.0906737505456515	BBS2;COL18A1;OAT;ATXN7;RDH10;PITPNA;CRYBA4;REEP6;ATF6;GUCY2F;RPGR;CRYZ
negative regulation of inflammatory response (GO:0050728)	12/78	0.887837784704249	1	0	0	0.76218059869286	0.0906737505456515	CHID1;FNDC4;GSTP1;NLRP2;PDCD4;TNFAIP3;RORA;APOE;METRNL;SMPDL3B;ELANE;PTPN2
cellular response to lipid (GO:0071396)	30/178	0.887946247301635	1	0	0	0.834973127781504	0.0992316049631639	CXCL8;GSTP1;HTRA2;TNFAIP3;AKR1B1;ADCY3;RORA;NR3C1;TFPI;AQP1;PYCARD;CRHBP;ZFP36;PDK4;PDK3;WNT3;LYN;FZD4;NFKBIL1;TESC;NR1H2;TNFRSF1B;MAPK14;POU4F1;FAM210B;AXL;PDCD4;PLAA;EPHA3;GPLD1
regulation of chromosome organization (GO:0033044)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	RB1;CENPV;SHCBP1L
regulation of epidermal growth factor-activated receptor activity (GO:0007176)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	ZFYVE28;ERRFI1;APP
positive regulation of microtubule polymerization or depolymerization (GO:0031112)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	FES;TOGARAM1;MAPRE1
regulation of transmembrane transport (GO:0034762)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	KCNJ12;NEDD4;NEDD4L
regulation of AMPA receptor activity (GO:2000311)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	RELN;SHISA7;SHANK2
cilium-dependent cell motility (GO:0060285)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	DNAH8;CFAP54;CFAP44
limb development (GO:0060173)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	KAT2B;CHD7;LRP4
negative regulation of interleukin-6 production (GO:0032715)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	TNFAIP3;IRAK3;GAS6
cGMP biosynthetic process (GO:0006182)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	ADCY3;GUCY2F;AQP1
positive regulation of neutrophil chemotaxis (GO:0090023)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	CAMK1D;CXCL8;C1QBP
positive regulation of immune effector process (GO:0002699)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	MYB;MYO18A;DDX60
histone monoubiquitination (GO:0010390)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	UHRF1;RNF2;DDB2
histone mRNA metabolic process (GO:0008334)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	EXOSC4;CPSF3;DCP2
response to dsRNA (GO:0043331)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	RIOK3;SLC3A2;IRAK3
regulation of actin filament bundle assembly (GO:0032231)	3/24	0.889706876731264	1	0	0	0.619271736437949	0.0723700907180905	PRKN;ROCK1;ALMS1
cellular divalent inorganic cation homeostasis (GO:0072503)	16/101	0.890421109960355	1	0	0	0.784819626376807	0.0910867708553102	RYR2;SLC30A9;SLC24A3;SLC30A5;ATP2B4;RMDN3;SLC39A10;SLC30A1;ATP2B2;SLC39A14;SLC39A6;TNNI3;SLC39A7;CALR;SLC39A4;ELANE
cellular response to molecule of bacterial origin (GO:0071219)	13/84	0.890566631997469	1	0	0	0.766717387970794	0.088860516282838	CXCL8;FZD5;NFKBIL1;GSTP1;NR1H2;TNFAIP3;TNFRSF1B;MAPK14;PYCARD;ZFP36;AXL;PDCD4;PLAA
gonad development (GO:0008406)	7/49	0.890638884070335	1	0	0	0.707739127357656	0.081967675087602	MKKS;FGF9;BIK;NCOA4;KIT;AKR1C3;GATA1
membrane depolarization (GO:0051899)	6/43	0.89121654325629	1	0	0	0.691280077884222	0.0796132383003402	KCNH2;P2RX4;SCN2A;CACNA1H;YWHAH;TPCN1
development of primary male sexual characteristics (GO:0046546)	6/43	0.89121654325629	1	0	0	0.691280077884222	0.0796132383003402	FGF9;BIK;NCOA4;KIT;AKR1C3;GATA1
positive regulation of interleukin-6 production (GO:0032755)	6/43	0.89121654325629	1	0	0	0.691280077884222	0.0796132383003402	PYCARD;HYAL2;MBP;CYBA;HMGB1;IL6R
histone H3 acetylation (GO:0043966)	6/43	0.89121654325629	1	0	0	0.691280077884222	0.0796132383003402	KAT2B;LDB1;BRPF3;POLE3;JADE2;KAT14
positive regulation of leukocyte chemotaxis (GO:0002690)	9/61	0.892126437324224	1	0	0	0.730943688910366	0.0834353293601042	CXCL8;C1QBP;ANO6;HMGB1;CALR;GAS6;IL6R;PGF;CMKLR1
protein monoubiquitination (GO:0006513)	5/37	0.893268697507169	1	0	0	0.669482958311296	0.0755631023169061	PRKN;UHRF1;FANCL;UBE2O;TOPORS
regulation of DNA repair (GO:0006282)	5/37	0.893268697507169	1	0	0	0.669482958311296	0.0755631023169061	CDK9;BABAM2;EYA1;UIMC1;BRCA1
protein K63-linked ubiquitination (GO:0070534)	5/37	0.893268697507169	1	0	0	0.669482958311296	0.0755631023169061	PRKN;TRIM5;NEDD4;UBE2O;RNF5
regulation of osteoclast differentiation (GO:0045670)	5/37	0.893268697507169	1	0	0	0.669482958311296	0.0755631023169061	CEBPB;UBASH3B;POU4F1;ZNF675;FBN1
regulation of metal ion transport (GO:0010959)	5/37	0.893268697507169	1	0	0	0.669482958311296	0.0755631023169061	P2RX4;IL16;ANK3;SLC30A10;YWHAH
regulation of regulated secretory pathway (GO:1903305)	5/37	0.893268697507169	1	0	0	0.669482958311296	0.0755631023169061	SYTL1;RAB27A;SYTL4;SYTL3;SYTL2
activation of protein kinase activity (GO:0032147)	40/233	0.893619717768052	1	0	0	0.850501955622934	0.0956601784811517	PRR5;CD81;LRRK2;KIF14;ADCY3;CXCR4;FGF2;MALT1;IRAK1;PRKAR2B;IRAK2;PRKAR2A;MLST8;MAP3K8;JAK2;PIBF1;MAP4K3;MAP4K4;MAP2K3;DUSP5;MAP3K1;GADD45B;GADD45A;PDPK1;INSR;IL18;AXIN1;TNFRSF10B;EMP2;MAPK14;TGFBR2;STK24;PRKAR1A;ADORA2B;STK26;KIT;TNIK;GAS6;MAP3K13;UBA52
negative regulation of response to external stimulus (GO:0032102)	17/107	0.893622925747883	1	0	0	0.787111739771599	0.0885275404882273	MAPKBP1;NFKBIL1;PTEN;CASK;TNFAIP3;RORA;METRNL;FGF2;FNDC4;INPP5F;C1QBP;NLRP2;EPPK1;APOE;SMPDL3B;ELANE;PTPN2
negative regulation of cholesterol transport (GO:0032375)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	APOC1
thyroid gland development (GO:0030878)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	THRB
negative regulation of oxidative stress-induced neuron death (GO:1903204)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	PRKN
mitotic nuclear envelope reassembly (GO:0007084)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	VRK1
galactose metabolic process (GO:0006012)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	GALM
nerve growth factor signaling pathway (GO:0038180)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	RAPGEF2
I-kappaB phosphorylation (GO:0007252)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	ERC1
detection of light stimulus involved in sensory perception (GO:0050962)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	REEP6
positive regulation of bone remodeling (GO:0046852)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	ADAM8
regulation of protein exit from endoplasmic reticulum (GO:0070861)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	SORL1
positive regulation of intracellular steroid hormone receptor signaling pathway (GO:0033145)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	LMO3
epithelial cell morphogenesis (GO:0003382)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	POF1B
mitotic G1 DNA damage checkpoint (GO:0031571)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	RPA2
positive regulation of fertilization (GO:1905516)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	CACNA1H
regulation of granulocyte differentiation (GO:0030852)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	TESC
glycerolipid metabolic process (GO:0046486)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	PGP
negative regulation of B cell proliferation (GO:0030889)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	LYN
actin filament depolymerization (GO:0030042)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	MICAL3
receptor guanylyl cyclase signaling pathway (GO:0007168)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	GUCY2F
G1 DNA damage checkpoint (GO:0044783)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	RPA2
central nervous system projection neuron axonogenesis (GO:0021952)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	C12ORF57
mitochondrial respiratory chain complex III biogenesis (GO:0097033)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	LYRM7
negative regulation of lipopolysaccharide-mediated signaling pathway (GO:0031665)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	NFKBIL1
myeloid dendritic cell differentiation (GO:0043011)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	TGFBR2
insulin-like growth factor receptor signaling pathway (GO:0048009)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	PIK3R1
complement receptor mediated signaling pathway (GO:0002430)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	GPLD1
positive regulation of protein exit from endoplasmic reticulum (GO:0070863)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	SORL1
regulation of podosome assembly (GO:0071801)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	FSCN1
positive regulation of bone resorption (GO:0045780)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	ADAM8
ceramide catabolic process (GO:0046514)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	NEU1
tRNA wobble base modification (GO:0002097)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	CTU2
detection of light stimulus involved in visual perception (GO:0050908)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	REEP6
glucocorticoid metabolic process (GO:0008211)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	YWHAH
cilium movement involved in cell motility (GO:0060294)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	CFAP54
stress fiber assembly (GO:0043149)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	SORBS1
mitotic G1/S transition checkpoint (GO:0044819)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	RPA2
protein kinase A signaling (GO:0010737)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	GAL
neurotransmitter receptor internalization (GO:0099590)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	DNM1P46
regulation of immunoglobulin production (GO:0002637)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	SUPT6H
positive regulation of execution phase of apoptosis (GO:1900119)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	DLC1
glucocorticoid biosynthetic process (GO:0006704)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	CACNA1H
negative regulation of homotypic cell-cell adhesion (GO:0034111)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	ALOX12
complement activation, lectin pathway (GO:0001867)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	C1S
negative regulation of endoplasmic reticulum unfolded protein response (GO:1900102)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	HSPA5
response to histamine (GO:0034776)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	GABRB3
positive regulation of mRNA splicing, via spliceosome (GO:0048026)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	RBMX
tryptophan catabolic process (GO:0006569)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	AADAT
regulation of lysosomal lumen pH (GO:0035751)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	LRRK2
regulation of T cell apoptotic process (GO:0070232)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	PRELID1
smooth muscle cell differentiation (GO:0051145)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	TMEM204
thyroid hormone generation (GO:0006590)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	CPQ
adrenal gland development (GO:0030325)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	NF1
peptidyl-serine dephosphorylation (GO:0070262)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	PPP5C
endothelium development (GO:0003158)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	JAG1
neuron projection regeneration (GO:0031102)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	APOE
negative regulation of cytosolic calcium ion concentration (GO:0051481)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	SMAD3
positive regulation of alcohol biosynthetic process (GO:1902932)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	SNCA
contractile actin filament bundle assembly (GO:0030038)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	SORBS1
L-glutamate transport (GO:0015813)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	ARL6IP5
muscle cell migration (GO:0014812)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	ROCK1
regulation of NLRP3 inflammasome complex assembly (GO:1900225)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	CD36
positive regulation of acrosome reaction (GO:2000344)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	CACNA1H
positive regulation of cardiac muscle cell differentiation (GO:2000727)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	AKAP6
tryptophan metabolic process (GO:0006568)	1/10	0.895141679857006	1	0	0	0.495417389150359	0.0548790050628869	AADAT
transcription-coupled nucleotide-excision repair (GO:0006283)	11/73	0.895536137810717	1	0	0	0.74651935351424	0.0823654984122286	COPS6;POLR2A;POLR2C;UVSSA;RPA1;RPA2;COPS7A;POLR2H;GTF2H3;UBA52;POLR2K
organelle transport along microtubule (GO:0072384)	4/31	0.89759943944181	1	0	0	0.63924824406498	0.0690588627592753	NDE1;RAB6A;BICD1;TRAK2
skeletal system morphogenesis (GO:0048705)	4/31	0.89759943944181	1	0	0	0.63924824406498	0.0690588627592753	WWOX;HHIP;FGFR3;FGFR1
anterograde axonal transport (GO:0008089)	4/31	0.89759943944181	1	0	0	0.63924824406498	0.0690588627592753	BLOC1S6;KIF3A;AP3S1;TRAK2
positive regulation of interleukin-1 beta production (GO:0032731)	4/31	0.89759943944181	1	0	0	0.63924824406498	0.0690588627592753	PYCARD;FZD5;NLRP2;AZU1
regulation of cytokine secretion (GO:0050707)	4/31	0.89759943944181	1	0	0	0.63924824406498	0.0690588627592753	SRGN;RGCC;GAPDH;LGR4
anion transport (GO:0006820)	8/56	0.90219879380487	1	0	0	0.707739127357656	0.0728407876835341	SLC22A23;SLC22A4;SLC22A16;LRRC8C;SLC17A5;SLC4A1;VDAC1;SLC4A2
heart morphogenesis (GO:0003007)	7/50	0.902394139454628	1	0	0	0.693584344810503	0.0712338120987668	RYR2;INSR;DLC1;CHD7;TBX20;HES1;ZFPM1
negative regulation of immune response (GO:0050777)	6/44	0.903593919594066	1	0	0	0.675569167023217	0.0684859752974725	LYN;FER;NLRP2;TNFAIP3;IRAK3;SAMSN1
positive regulation of T cell activation (GO:0050870)	10/68	0.903713323916843	1	0	0	0.728554984044646	0.073761156685961	PYCARD;CCDC88B;FAM49B;PNP;PTPRC;ZMIZ1;IL7;DOCK8;CD47;IL6ST
negative regulation of microtubule depolymerization (GO:0007026)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	MID1IP1;HDGFL3
insulin secretion (GO:0030073)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	GAL;KLRG1
retrograde protein transport, ER to cytosol (GO:0030970)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	VCP;NPLOC4
skeletal muscle contraction (GO:0003009)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	TNNI3;RCSD1
positive regulation of actin cytoskeleton reorganization (GO:2000251)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	BAIAP2L2;FES
acute-phase response (GO:0006953)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	CEBPB;IL6R
negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	PRKN;HTRA2
regulation of epithelial cell differentiation (GO:0030856)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	CEBPB;CLOCK
DNA methylation (GO:0006306)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	DNMT3A;BEND3
regulation of microtubule polymerization or depolymerization (GO:0031110)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	MAP1A;SKA1
regulation of smooth muscle cell migration (GO:0014910)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	LRP1;SORL1
snRNA metabolic process (GO:0016073)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	INTS2;INTS8
positive regulation of morphogenesis of an epithelium (GO:1905332)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	AHI1;LIF
positive regulation of synaptic transmission, glutamatergic (GO:0051968)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	RELN;SHANK2
negative regulation of osteoclast differentiation (GO:0045671)	2/18	0.904163997732052	1	0	0	0.550463765722621	0.055456208748506	ZNF675;FBN1
