GO_Biological_Process_2018.Term	GO_Biological_Process_2018.Overlap	GO_Biological_Process_2018.P.value	GO_Biological_Process_2018.Adjusted.P.value	GO_Biological_Process_2018.Old.P.value	GO_Biological_Process_2018.Old.Adjusted.P.value	GO_Biological_Process_2018.Odds.Ratio	GO_Biological_Process_2018.Combined.Score	GO_Biological_Process_2018.Genes
mRNA splicing, via spliceosome (GO:0000398)	143/261	4.18421571127633e-08	1.94109570678574e-05	0	0	1.429969255661	24.2942645643813	DBR1;PDCD7;GEMIN2;EIF4A3;HNRNPU;GPATCH1;WDR83;HNRNPR;CWC27;CCAR1;EFTUD2;PNN;SNRPD2;CLP1;SNRPD1;CWC22;PAPOLA;SNRPD3;TXNL4A;AQR;METTL3;PRPF4B;WBP11;GTF2F2;CDC40;WDR77;SRRM1;PRPF4;HNRNPUL1;PSPC1;CLNS1A;PRPF3;SNRPG;GEMIN4;CD2BP2;SRSF3;SNRNP27;PPIE;GEMIN5;SRSF4;PPIH;SNRPE;GEMIN6;SNRPF;SRSF5;SNRNP25;GEMIN8;SRSF7;SNRPA;SF1;SRSF9;ZCCHC8;DHX9;CSTF3;CSTF2;SNU13;HTATSF1;DHX32;DHX35;SYMPK;SRPK2;HSPA8;CPSF3;ALYREF;LSM5;SNUPN;LSM3;SRPK1;LSM2;LSM7;HNRNPK;LSM6;RNPS1;HNRNPC;CDK13;DDX46;PPWD1;DDX41;PRPF19;USP39;ELAVL1;PQBP1;SYNCRIP;UBL5;METTL14;SART3;PCF11;RSRC1;SNRNP70;DHX15;DHX16;CTNNBL1;PRMT5;PRMT7;USP49;RBM15;NCBP1;NCBP2;PRPF40A;TFIP11;PLRG1;LIME1;WDR33;GCFC2;SYF2;STRAP;HNRNPH2;DNAJC8;CACTIN;SF3B5;SF3B2;SF3B3;SF3B6;SRRT;SRSF1;DDX23;DDX20;CSTF2T;RNF113A;PABPN1;POLR2A;FIP1L1;POLR2B;TRA2B;POLR2E;POLR2G;SNRPB2;POLR2I;DCPS;POLR2K;SF3A3;SPEN;HNRNPA3;SF3A2;CDC5L;U2SURP;NUDT21;SNRNP40;RBM41;PRPF31;BUD13;SNRNP48;RBMX
cellular response to DNA damage stimulus (GO:0006974)	173/329	8.39552392670396e-08	3.57019654983086e-05	0	0	1.37240210429701	22.3605228451971	ATF2;SMARCAL1;CCNK;TRRAP;FMR1;SMC5;CIB1;SMC6;PARK7;BACH1;ALKBH8;ALKBH3;ENDOV;STK11;HELB;CCND1;CHEK2;MYC;CHCHD6;CHEK1;MACROD1;MACROD2;MEN1;WDHD1;NSMCE3;USP3;METTL3;UBE2E2;CSNK1E;CHD1L;INIP;EID3;MSH2;POLG2;MSH3;FANCD2;DDIT3;PSME4;TIPRL;MAPKAPK2;CLOCK;ASF1A;BLM;UBA7;STXBP4;PRKDC;UBA6;XPA;HTRA2;PDS5A;ZBTB4;CDKN2AIP;RAD51AP1;BCL2L11;UBR5;MAP3K20;ABL1;TP53BP1;CLSPN;MCL1;ZRANB3;BARD1;LYN;UVRAG;MOAP1;UBE2B;NEK4;GADD45A;FANCL;XRCC2;FANCA;FANCG;SETX;POLA1;BCL6;TDP1;NABP2;BCL2;RAD17;NABP1;INTS7;GRB2;MMS19;ATM;UBA1;MNAT1;RAD18;TP73;ATR;BCL2L1;RAD9A;BTG2;SMG1;DYRK2;MCM8;SETD7;ASH2L;BRCA1;AATF;CASP9;BABAM2;NIPBL;HPF1;PAXX;SUMO1;CASP2;POLI;TOPBP1;POLK;IKBKE;POLH;VAV3;SHPRH;RFC3;RBM14;PARP4;RFC4;PARP1;USP45;ZDHHC16;GNL1;SIRT1;SPIDR;TOPORS;RAD51B;RNF168;KIN;RAD51D;RAD51C;RNF169;NSMCE4A;CEP63;CACUL1;FAN1;OTUB1;PPP1R15A;USP10;PNKP;BRAT1;RNF8;CRIP1;TANK;UNG;ZBTB40;WRN;RBBP5;POLD2;E2F1;RBBP8;BID;FNIP2;MICA;MUTYH;NPM1;SLF1;SLF2;RPA1;GTF2H1;GTF2H3;USP28;MTOR;TICRR;CUL4A;ETAA1;TAOK3;PITHD1;POLE2;ERCC1;BAX;ERCC8;NOP53;CENPS;TAF1
mitochondrion organization (GO:0007005)	97/167	1.6319000349306e-07	6.4058352909622e-05	0	0	1.51595543091033	23.691883043127	PARK7;GABPAP;TOMM22;CHCHD6;LONP1;MTERF1;MEF2A;BNIP3L;AGTPBP1;CXADR;MIGA2;MIGA1;TOMM34;MUL1;ATAD3B;POLRMT;ATAD3A;HCFC1;RAB32;OXA1L;WDR81;POLG2;YME1L1;TFAM;RAB38;PIF1;AARS2;MRPL17;PHB;PLD6;TIMM50;MTM1;RHOT2;RHOT1;MYH14;FIS1;PNPT1;CAV2;IDH2;CHCHD10;FANCG;TIMM10B;GLUD1;CYCS;NFE2L1;BCL2L1;EIF4G1;LRRK2;TFB1M;HK2;AIFM2;TIMM17A;TSPO;USP30;ATP7A;GABPA;TOMM70;CLUH;PARP1;VPS13C;TWNK;SIRT5;TIMM22;TFB2M;PPRC1;SIRT3;MTFR1;NDUFS1;MTFR2;SLC25A4;FXN;ATPAF1;PRKN;STOML2;ACSS2;TOMM40;AFG1L;MFF;TRAK1;HSD17B10;TMEM70;TYMP;TRAK2;MSTO1;RAB29;MFN1;BID;TIMM8B;BIK;NOS3;NUBPL;SOD2;PINK1;PIKFYVE;BAX;SSBP1;SLC25A33
mRNA processing (GO:0006397)	151/283	1.68600654101701e-07	6.145493842007e-05	0	0	1.39258490041404	21.7183821638343	DBR1;CCNH;PDCD7;GEMIN2;EIF4A3;HNRNPU;GPATCH1;WDR83;HNRNPR;CWC27;CCAR1;EFTUD2;PNN;SNRPD2;CLP1;SNRPD1;CWC22;PAPOLA;SNRPD3;TXNL4A;CMTR1;CMTR2;AQR;METTL3;THOC1;THOC3;PRPF4B;THOC2;WBP11;GTF2F2;CDC40;THOC7;SRRM1;ERN1;PRPF4;HNRNPUL1;PSPC1;PRPF3;SNRPG;CD2BP2;SRSF3;SNRNP27;PPIE;GEMIN5;SRSF4;PPIH;SNRPE;GEMIN6;SNRPF;SRSF5;SNRNP25;SRSF7;SNRPA;SF1;SRSF9;ZCCHC8;DHX9;CSTF3;CSTF2;SNU13;HTATSF1;DHX32;DHX35;SYMPK;HSPA8;CPSF6;CPSF3;ALYREF;LSM5;LSM3;LSM2;LSM7;HNRNPK;LSM6;RNPS1;HNRNPC;MNAT1;DDX46;CELF1;AKAP8L;PPWD1;DDX41;PRPF19;USP39;ELAVL1;PQBP1;SYNCRIP;UBL5;METTL14;SART3;PCF11;RSRC1;SNRNP70;DHX15;DHX16;CTNNBL1;USP49;RBM15;NCBP1;NCBP2;PRPF40A;TFIP11;PLRG1;WDR33;KIN;GCFC2;PRPF18;SYF2;HNRNPH2;DNAJC8;CACTIN;SF3B5;SF3B2;SF3B3;RNMT;SF3B6;SRRT;SRSF1;DDX23;CSTF2T;TBRG4;PABPN1;POLR2A;FIP1L1;POLR2B;TRA2B;POLR2E;POLR2G;SNRPB2;POLR2I;POLR2K;SF3A3;SPEN;HNRNPA3;SF3A2;RNGTT;CDC5L;GTF2H1;GTF2H2;GTF2H3;GTF2H5;U2SURP;NUDT21;SNRNP40;ERCC2;RBM41;AGGF1;PRPF31;BUD13;SNRNP48;RBMX
DNA metabolic process (GO:0006259)	164/314	3.18553930857094e-07	0.000108372047277583	0	0	1.36315540553458	20.3920879133261	DCLRE1B;SMARCAL1;TRRAP;PARK7;RBPJ;BACH1;ALKBH3;ENDOV;HELB;TATDN2;CHEK1;LONP1;SMARCAD1;MEN1;WDHD1;TIPIN;NSMCE3;USP3;REV1;LIG3;CSNK1E;CHD1L;CDC25A;INIP;EID3;CDC34;MSH2;POLG2;MSH3;FANCD2;GRWD1;PSME4;THAP9;KCTD13;NUP98;DNA2;ASF1A;TELO2;EXD2;PIF1;BLM;SET;PRKDC;XPA;PDS5A;RAD51AP1;ORC5;ORC4;UBB;ORC1;NTHL1;ERI2;ORC3;ERI3;ORC2;CLSPN;ZRANB3;BARD1;UVRAG;XRCC6;ACD;UBE2B;XRCC5;GADD45A;FANCL;XRCC2;FANCA;PALB2;FANCG;POLA1;POLA2;NASP;TDP1;UBE2N;NABP2;RAD17;NABP1;MMS19;ATM;MNAT1;RAD18;ATR;RAD9A;ACHE;TOP2B;BTG2;SMG1;MCM8;HMGB2;BRCA1;HMGB1;PTMS;SUMO1;TOP1MT;POLI;TK1;TOPBP1;POLK;POLH;POLG;TOP3B;HELLS;RMI2;RFC3;RBM14;PARP4;RFC4;PARP1;USP45;ATRX;TERF1;SIRT1;TSN;RAD51B;KIN;RAD51D;RAD51C;NSMCE4A;MCM3;RBMS1;TERF2IP;DNASE2;TOP1;DCTPP1;FAN1;DNASE1L1;MCM2;PRIM2;SP100;PCNA;UHRF1;PNKP;TYMS;UNG;TBRG1;POLD3;WRN;NT5E;TDG;POLD2;RBBP8;MUTYH;NPM1;DUT;MGMT;PTGES3;MBD1;MBD2;GINS4;RPA1;RPA2;GTF2H1;LRWD1;GTF2H3;MTOR;TICRR;POLE4;RPA3;POLE2;ERCC1;POLE3;NOP53;RAN;CENPS
ubiquitin-dependent protein catabolic process (GO:0006511)	175/341	5.95130727012961e-07	0.000189809506246696	0	0	1.33941401784788	19.1998098077778	UBXN2B;UBE2D3;LTN1;UBE2D1;KLHL35;FBXO22;UBE2L3;PSMD8;PSMD9;RNF115;PSMD6;CDC23;CDC26;PSMD2;RNF19A;PSMD3;CDC27;PSMD1;TRIM25;FBXO8;GTSE1;RNF111;SKP1;MYLIP;RNF44;AREL1;NHLRC3;ANAPC7;UBE4A;ARMC8;FBXO11;TRPC4AP;RBX1;KLHL42;TOM1L1;RNF126;RNF125;CDC34;WDR81;KCTD10;PSME3;DDIT3;PSME4;KCTD13;ANAPC4;NHLRC1;ANAPC5;CLOCK;SQSTM1;ANAPC1;KLHL18;PSMD10;PSMD14;UBA7;PSMD13;UBA6;CUL2;CUL1;UBR4;NEDD4L;KLHL11;AGAP3;ANAPC10;ANAPC11;RNF213;SHARPIN;RNF216;BTBD1;UBB;RNF217;BTBD2;UBR5;PSMF1;ZRANB1;UBE2H;HACE1;UBE2I;UBE2B;UBE2C;BFAR;KLHL24;NTAN1;BTBD9;KLHL20;ABTB2;ABTB1;NPLOC4;UBXN11;RNF181;UBA1;RNF187;GSK3A;RNF11;UBXN1;FAF1;TGFB1I1;OTUD7A;OTUD7B;TNFAIP3;ARRB1;PTPN23;USP44;VPS37A;PPP2R5C;SIRT1;TOPORS;PSMA5;RNF168;PSMA3;PSMA4;UBE2R2;SPOPL;CACUL1;BIRC2;PRKN;RNF34;UHRF1;VPS4B;RNF8;RNF7;RNF4;RCHY1;CBL;PSMB10;ARNTL;PSMB6;PCNP;RMND5B;ZNRF1;ZNRF2;PSMB5;C18ORF25;RMND5A;ZNRF3;PSMB2;PSMB3;HECTD4;MVB12A;RFFL;DCAF11;RANBP2;RNF20;RANBP1;ATE1;ANKIB1;CRBN;AMFR;FBXL19;HUWE1;WWP1;UBE2G1;WWP2;UBE2G2;FBXL14;PSMB8;PML;PSMB9;CUL4A;KBTBD4;RNF145;PSMC5;PINK1;PSMC6;GID4;NEDD4;PSMC2;KLHL8;TTC3;RLIM;UBAP1;CTNNB1;ERCC8;TRIM32;MAD2L1;TAF1
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	127/236	8.58900075022946e-07	0.000257821593108359	0	0	1.4045037014755	19.6175645087551	DBR1;PDCD7;EIF4A3;HNRNPU;GPATCH1;WDR83;HNRNPR;CWC27;CCAR1;EFTUD2;PNN;SNRPD2;CLP1;SNRPD1;CWC22;PAPOLA;SNRPD3;TXNL4A;AQR;METTL3;PRPF4B;WBP11;GTF2F2;CDC40;SRRM1;PRPF4;HNRNPUL1;PSPC1;PRPF3;SNRPG;CD2BP2;SRSF3;SNRNP27;PPIE;GEMIN5;SRSF4;PPIH;SNRPE;GEMIN6;SNRPF;SRSF5;SNRNP25;SRSF7;SNRPA;SF1;SRSF9;ZCCHC8;DHX9;CSTF3;CSTF2;SNU13;HTATSF1;DHX32;DHX35;SYMPK;HSPA8;CPSF3;ALYREF;LSM5;LSM3;LSM2;LSM7;HNRNPK;LSM6;RNPS1;HNRNPC;DDX46;PPWD1;DDX41;PRPF19;USP39;ELAVL1;PQBP1;SYNCRIP;UBL5;METTL14;SART3;PCF11;RSRC1;SNRNP70;DHX15;DHX16;CTNNBL1;USP49;RBM15;NCBP1;NCBP2;PRPF40A;TFIP11;PLRG1;WDR33;GCFC2;SYF2;HNRNPH2;DNAJC8;CACTIN;SF3B5;SF3B2;SF3B3;SF3B6;SRRT;SRSF1;DDX23;CSTF2T;PABPN1;POLR2A;FIP1L1;POLR2B;TRA2B;POLR2E;POLR2G;SNRPB2;POLR2I;POLR2K;SF3A3;SPEN;HNRNPA3;SF3A2;CDC5L;U2SURP;NUDT21;SNRNP40;RBM41;PRPF31;BUD13;SNRNP48;RBMX
regulation of telomerase RNA localization to Cajal body (GO:1904872)	17/18	9.39708348040298e-07	0.000266407316669424	0	0	2.46494700363942	34.2077858575479	CCT3;CCT2;PARN;CCT6A;EXOSC10;SHQ1;RUVBL2;TCP1;RUVBL1;NHP2;NAF1;CCT8;CCT7;NOP10;CCT5;DCP2;CCT4
peptidyl-lysine modification (GO:0018205)	69/115	1.92898263576954e-06	0.000518084125806945	0	0	1.56596633172387	20.6057958905221	POP5;ZNF451;TOP2B;NUP107;USPL1;NUP188;LOXL3;PLOD3;PLOD1;PARK7;GCSH;SENP6;SUMO1;KIAA1586;NUP62;EP300;VCPKMT;ATP7A;NUP214;NDC1;ESCO1;NUP210;NUP133;GLRX5;VPS33B;SIRT5;MITF;P3H4;SIRT1;SENP3;PIAS2;TOPORS;PIAS1;SIRT3;SENP1;NUP93;KAT2B;NUP98;TOP1;HDAC4;NUP205;POM121;SEH1L;PCNA;CDCA8;LIAS;METTL21A;NUP160;HDAC6;RNF212;POM121C;NUP85;TPR;NUP43;TP53BP1;RANBP2;UBE2I;NUP155;EYA1;BCL11A;NUP153;SP3;NDUFAB1;NUP35;VIPAS39;SAE1;EEF1AKMT3;EEF1AKMT2;NUP37
negative regulation of intracellular signal transduction (GO:1902532)	91/161	1.99492432270898e-06	0.000509004940939197	0	0	1.47518567481234	19.3616710158554	MAPKBP1;NDUFA13;GSK3A;PDCD6;WWC2;PDE3B;OTUD7A;PTEN;OTUD7B;TNFAIP3;CIB1;RORA;PTPRJ;NOC2L;LIMD1;HERPUD1;PREX1;FLCN;SPRED1;DEPTOR;CASP8;TMSB4X;DAG1;WWC3;AKT1;TLE1;DUSP3;DUSP1;PPP2R5B;PLAUR;MUL1;TSC2;RHOH;TSC1;PPP2R5C;SIRT1;CD2AP;PPM1A;CDC34;CARD19;DDIT3;DDIT4;AKT1S1;TBC1D7;MYADM;MAPKAPK5;TRIB3;TRIM59;ZMYND11;DEPDC5;PSMD10;PHLPP2;URI1;RNF34;PHLPP1;USP10;MGRN1;GSTP1;NPRL3;ITPR1;UBR2;ADIPOR1;TANK;ARHGAP12;ARNTL;HDAC7;SLC9A3R1;SH3BP1;TMEM127;THEM4;INPP5K;RFFL;MARK3;MCL1;LYN;UBE2B;PLEKHA1;STAT1;RIOK3;CARD8;ATP2B4;P2RX7;PINK1;TNIP1;PIK3IP1;BCL2;NF1;CCDC22;GPD1L;NOP53;BCL2L1
mitochondrial translational elongation (GO:0070125)	55/87	2.15797984147346e-06	0.00052438910147805	0	0	1.6499645257627	21.5259949446883	MRPS15;GFM1;MRPS16;MRPS14;MRPS11;MRPS12;MRPL39;MRPS10;MRPL36;MRPL34;MRPL33;MRPL41;MRPL4;MRPL42;MRPL3;CHCHD1;TSFM;MRPS26;MRPS27;MRPS25;MRPS22;MRPS2;MRPS21;MRPL47;MRPS7;MRPL45;MRPS6;MRPL46;MRPS5;MRPL43;TUFM;MRPL44;MRPL52;MRPL50;MRPL51;DAP3;MRPS35;MRPL18;MRPL19;MRPS34;MRPS31;MRPL16;MRPL17;MRPL15;MRPS30;MRPL13;MRPL57;MRPL11;MRPL20;PTCD3;ERAL1;MRPL24;MRPL21;MRPL22;MRPL30
cellular macromolecule biosynthetic process (GO:0034645)	184/367	2.25296169143461e-06	0.000522584705063219	0	0	1.30852772496454	17.01513263673	RPL5;RPL30;RPL3;RPL31;SCX;RPL8;PWP1;YARS2;RPL6;RPL7;EFTUD2;RPS17;HELB;RPS16;RPL18A;CHEK1;RPL35;RPL38;MEF2A;TIPIN;RPS7;RPL23;RPL22;REV1;GTPBP2;ILF2;CDC25A;THAP1;TUFM;RRAGC;POLG2;GRWD1;KCTD13;NHP2;NUP98;DNA2;RPL29;RPL28;PIF1;BLM;SET;MRPL18;SNU13;BAZ2B;RPS4Y1;GATA2;MRPL13;GSPT1;MRPL11;ORC5;ORC4;ORC1;ORC3;ORC2;ST3GAL4;CLSPN;ST3GAL2;RPL39L;BARD1;NFE2;RPL41;COA1;EEF2;MRPL24;RPL3L;EXT1;RPS26;EXT2;POLA1;PPP5C;POLA2;RPS27;COPS5;NASP;RPS29;AGO2;RAD17;RNPS1;RPS20;MMS19;ATM;TCF3;RPS21;FARSB;ATR;EIF4G1;RAD9A;ACHE;HBS1L;MRPS15;CALCOCO1;ALAS2;MRPS16;THRB;MRPS14;MCM8;MRPS11;RPLP1;MRPS12;RPLP0;AKR1B1;MRPL36;ASH2L;BRCA1;MRPL34;PTMS;MRPL41;MRPL4;MRPL42;MRPL3;TOP1MT;NUP62;TOPBP1;NCOA1;TSFM;RMI2;RFC3;RBM14;RFC4;DHPS;MRPS2;MRPS21;RPL13A;RPS3A;MRPS7;SIRT1;MRPS6;TOPORS;MRPS5;MRPL43;MRPL52;KIN;MRPL51;EEF1D;MED20;RPL37A;MCM3;RBMS1;TOP1;PTMA;MRRF;MCM2;GTF3C1;GTF3C2;GTF3C3;GTF3C4;EEF1A1P5;SMARCD3;GTF3C6;GCNT1;RRBP1;TYMS;TBRG1;WRN;TAF1B;POLR2A;POLR2B;POLD2;E2F1;RBBP8;POLR2E;POLR2G;IGF2BP3;RPS2;POLR2I;RPL17;POLR2K;RPL19;DUT;EFL1;SWT1;RPA1;GATB;RPA2;RPL23A;TICRR;RSL1D1;POLR3A;TNIP1;RPA3;POLE2;ZNF219;POLE3;DRG1
mitochondrial RNA metabolic process (GO:0000959)	18/20	2.41767721356276e-06	0.000536408992209164	0	0	2.3489494975858	30.3782669373603	PNPT1;TRMT10C;FASTKD1;MTERF3;MTERF2;ELAC2;MTERF4;TWNK;TFB2M;POLRMT;FOXO3;TBRG4;FASTKD5;TFAM;MTERF1;SLC25A33;EARS2;TEFM
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	150/291	2.6669763849951e-06	0.000567065853859582	0	0	1.34533190010642	17.2667499435951	UBXN2B;CCNF;UBE2D3;LTN1;UBE2D1;PSMD8;PSMD9;RNF115;PSMD6;CDC23;CDC26;PSMD2;PSMD3;CDC27;PSMD1;SKP2;GTSE1;RNF111;SKP1;FBXO9;RNF44;NHLRC3;ANAPC7;FBXW7;UBE4A;YOD1;ARMC8;RBX1;KLHL42;RNF126;CDC34;KCTD10;PSME3;DDIT3;PSME4;KCTD13;ANAPC4;NHLRC1;ANAPC5;CLOCK;ANAPC1;PSMD10;PSMD14;PSMD13;SEL1L;CUL1;NEDD4L;KLHL11;UBR2;AGAP3;UBE2J2;ANAPC10;UBE2J1;ANAPC11;HSP90B1;CCNB1;SHARPIN;RNF216;BTBD1;UBB;BTBD2;PSMF1;UBE2B;HSPA5;UBE2C;EDEM1;ERLIN1;BFAR;ERLIN2;BTBD9;KLHL20;ABTB2;ABTB1;RNF103;NPLOC4;UBXN11;DNAJC10;RNF181;FBXL3;STT3B;FBXL5;DZIP3;RNF187;GSK3A;RNF11;UBXN1;FAF1;ARRB1;USP44;PPP2R5C;SIRT1;TOPORS;PSMA5;PSMA3;PSMA4;UBE2R2;NEMF;SPOPL;MAN1B1;BIRC2;PRKN;RNF34;DERL3;DERL1;RNF7;RNF4;PSMB10;ARNTL;AURKA;PSMB6;PCNP;FBXL20;RMND5B;ERLEC1;ZNRF1;FZR1;ZNRF2;PSMB5;C18ORF25;RMND5A;PSMB2;PSMB3;TMEM67;HECTD4;DNAJB9;RFFL;DCAF11;CRBN;AMFR;FBXL19;WWP1;WWP2;UBE2G2;PSMB8;PML;PSMB9;CUL4A;KBTBD4;RNF145;PSMC5;PSMC6;GID4;NEDD4;JKAMP;PSMC2;RLIM;CTNNB1;ERCC8;MAD2L1;TAF1
regulation of mitotic cell cycle phase transition (GO:1901990)	101/184	3.4358449018589e-06	0.000701324661367438	0	0	1.43263224188506	18.0243010895914	CCP110;UBE2D1;CDC14A;CDC14B;PSMD8;PSMD9;PSMD6;CDC23;CDC26;PSMD2;PSMD3;CDC27;PSMD1;CEP250;KNTC1;FBXO5;TMEM14B;SKP1;CEP135;ANAPC7;CSNK1D;CSNK1E;ZW10;PSME3;AKAP9;PSME4;ANAPC4;ANAPC5;ANAPC1;PSMD10;PSMD14;PSMD13;CUL1;ZFP36L2;ANAPC10;ANAPC11;CCNB1;UBB;CEP70;CEP192;PSMF1;CEP76;CEP78;UBE2C;MAD2L1BP;INO80;ANLN;RGCC;CDK6;ID2;FGFR1OP;YWHAE;CETN2;CNTRL;RIOK2;CEP290;YWHAG;HSP90AA1;TUBB;TUBG1;DYNLL1;HAUS1;PSMA5;PSMA3;PSMA4;CEP63;MAPRE1;SFI1;PAFAH1B1;SDCCAG8;DYNC1I2;DCTN2;DCTN1;DCTN3;PSMB10;AURKA;PSMB6;FZR1;PSMB5;PSMB2;PSMB3;E2F1;PCNT;DYNC1H1;NDE1;MBD1;CEP152;TUBB4B;PSMB8;PSMB9;CENPE;NEDD1;PSMC5;PSMC6;CENPJ;PSMC2;ERCC2;ALMS1;PTPN6;CEP41;MAD2L1
respiratory electron transport chain (GO:0022904)	58/94	3.58687856624269e-06	0.000703993897059095	0	0	1.61039090851036	20.1914487243903	MT-ND6;MT-ND4L;COX7B;MT-ND4;NDUFA13;MT-ND5;MT-CO1;NDUFA12;COX6A1;MT-ND2;MT-ND3;MT-ND1;UQCRFS1;NDUFC2;SDHD;SDHA;SDHB;COX6B1;COX7A2L;NDUFS8;ALDH5A1;NDUFS6;GPD2;NDUFS5;NDUFS4;NDUFS2;NDUFS1;MT-CO2;UQCRC2;MT-CO3;SLC25A12;SLC25A13;NDUFB7;UQCRB;COX15;NDUFB4;NDUFB3;NDUFB2;AFG1L;UQCR11;UQCR10;COX5B;D2HGDH;NDUFV2;COX10;NDUFA9;NDUFA8;UQCC3;NDUFA4;NDUFA3;NDUFA1;COX6C;UQCRHL;UQCRQ;NDUFAB1;CYCS;NDUFAF1;MT-CYB
proteasomal protein catabolic process (GO:0010498)	125/237	4.06333445351547e-06	0.000767970211714423	0	0	1.37655268259834	17.0878458484804	UBXN2B;UBE2D3;LTN1;UBE2D1;PSMD8;PSMD9;RNF115;PSMD6;CDC23;CDC26;PSMD2;PSMD3;CDC27;PSMD1;TRIM25;GTSE1;RNF111;SKP1;RNF44;NHLRC3;ANAPC7;DNAJB12;ARMC8;RBX1;KLHL42;RNF126;CDC34;KCTD10;PSME3;DDIT3;PSME4;KCTD13;ANAPC4;NHLRC1;ANAPC5;CLOCK;ANAPC1;PSMD10;PSMD14;PSMD13;SEL1L;CUL1;NEDD4L;KLHL11;AGAP3;ANAPC10;ANAPC11;SHARPIN;RNF216;BTBD1;UBB;BTBD2;PMAIP1;PSMF1;SOCS6;UBE2B;UBE2C;RHBDD1;BFAR;NR1D1;BTBD9;KLHL20;ABTB2;ABTB1;UBXN11;RNF181;RNF187;GSK3A;RNF11;UBXN1;FAF1;ARRB1;PRPF19;UBXN6;USP44;PPP2R5C;SIRT1;TOPORS;PSMA5;PSMA3;PSMA4;UBE2R2;SPOPL;BIRC2;PRKN;RNF34;DERL1;RNF4;PSMB10;ARNTL;PSMB6;PCNP;RMND5B;ERLEC1;ZNRF1;ZNRF2;PSMB5;C18ORF25;RMND5A;PSMB2;PSMB3;HECTD4;RFFL;DCAF11;ATE1;CRBN;AMFR;FBXL19;WWP1;WWP2;PSMB8;PML;PSMB9;CUL4A;KBTBD4;RNF145;PSMC5;PSMC6;GID4;NEDD4;PSMC2;RLIM;CTNNB1;ERCC8;MAD2L1
regulation of translation (GO:0006417)	114/213	4.2977839142351e-06	0.000783271118369346	0	0	1.39687137571613	17.2617137553978	APP;CYFIP1;RPL5;NUP107;NUP188;FMR1;EIF4A3;LTN1;GLE1;IPO8;MTRF1;OGFOD1;RPS6KA1;SOX4;NUP214;NANOS1;NUP210;DAPK1;CIRBP;TSC1;LARP4B;PASK;NUP93;NCL;GEMIN5;MAPKAPK5;NUP98;EIF1B;NUP205;POM121;SEH1L;DHX9;SHMT1;NOLC1;FOXO3;NUP160;CTIF;ATXN2;LARP1;POM121C;NUP85;TPR;NUP155;EIF2AK3;PYM1;EIF2AK2;UPF3A;CNOT10;NUP153;EIF2AK4;PUM1;EEF2;MEX3C;PUM3;EIF1;EIF5;CNOT7;EIF6;AGO1;CNOT2;CAPRIN1;AGO2;CALR;CNOT9;EIF4G3;EIF4G1;PIWIL2;BTG2;HSPB1;ELAVL1;RBM3;SYNCRIP;NUP62;NDC1;TSFM;NCBP1;NUP133;NCBP2;RPL13A;NEMF;EIF4E2;GAPDH;MTPN;CDC123;MTIF2;MALSU1;TYMS;TOB1;RIDA;TCOF1;POLR2A;POLR2B;POLR2E;IGF2BP1;NUP43;POLR2G;IGF2BP3;POLR2I;EIF4E;POLR2K;RANBP2;YTHDF1;NPM1;YTHDF3;SAMD4A;SAMD4B;MTOR;NUP35;EIF3E;VIM;RAN;METAP1;TNRC6A;NUP37
translational elongation (GO:0006414)	63/105	5.30973245015018e-06	0.000934329817004013	0	0	1.56596633172387	19.0201786924425	MRPS15;GFM1;MRPS16;MRPS14;MRPS11;MRPS12;LTN1;MRPL39;MRPS10;MRPL36;MRPL34;MRPL33;EFTUD2;MRPL4;MRPL41;MRPL3;MRPL42;CHCHD1;TSFM;MRPS26;MRPS27;MRPS25;MRPS22;MRPS2;MRPS21;MRPL47;GTPBP2;MRPS7;MRPL45;MRPS6;MRPL46;MRPS5;MRPL43;TUFM;MRPL44;MRPL52;MRPL50;MRPL51;NEMF;EEF1D;DAP3;EEF1A1P5;MRPS35;MRPL18;MRPL19;MRPS34;MRPL16;MRPS31;MRPL17;MRPL15;MRPS30;MRPL13;MRPL57;MRPL11;MRPL20;PTCD3;EFL1;ERAL1;EEF2;MRPL24;MRPL21;MRPL22;MRPL30
