logFC	logCPM	F	PValue	FDR	rank
C17orf80	0.0594405675828201	5.20823857822394	0.318895952445621	0.582846955147436	0.764351257676998	0.234445467986494
TNFRSF14	-0.0889810263876169	4.04693001210877	0.318692992751894	0.582965335652392	0.764437059267683	-0.234357268538522
OSR2	-0.262950220078777	-0.435387322199437	0.317845383662298	0.58346026667958	0.765016567646359	-0.233988713824873
DHX33	0.0610117242054452	6.28417179155961	0.317599885925267	0.583603780933818	0.765135244896976	0.23388190315046
GUSB	0.0706752456995622	5.76318418371656	0.317485726871671	0.583670541818539	0.765153282028008	0.233832225224187
PPCDC	0.0914795860323089	2.89960036308022	0.317166874046327	0.583857093760842	0.765309511405681	0.233693438822304
PKP4P1	-0.132251619606932	1.60997276295641	0.317100840373596	0.583895743877956	0.765309511405681	-0.233664690388471
SF3B4	-0.0807293642020919	3.24714907232541	0.316916377876897	0.58400373994886	0.765381569668792	-0.233584371665081
RSU1P3	0.252514694516593	-0.00866900262416859	0.316803900642878	0.584069611862169	0.76539841293049	0.233535388767819
GTF2F2	0.041190794644396	6.3782872136739	0.316445471057101	0.584279629103595	0.76551854499319	0.233379255093331
EEF1A1P5	0.0656013296629161	12.8686682495611	0.316432253822254	0.584287376607248	0.76551854499319	0.233373496419556
MKRN2OS	0.15923762474733	1.00358608012291	0.316375972904209	0.584320369027429	0.76551854499319	0.233348974203122
CCDC189	-0.144610455074155	1.63046790139335	0.316137788502951	0.584460038396338	0.765632043038977	-0.233245177739541
HNRNPA1P10	0.0909551471196199	7.58210050115775	0.315899404891344	0.584599894873414	0.765692795373593	0.233141267076257
CD80	-0.282007713150026	-0.495672751187183	0.315868221268934	0.584618195092835	0.765692795373593	-0.233127672205665
RPL7P19	-0.141517881783427	2.14605692811291	0.31578756108777	0.584665536395339	0.765692795373593	-0.233092505263886
H4C2	0.051425296665159	8.37448154771252	0.315689341735943	0.584723194464533	0.765698842098149	0.233049678476441
STEAP3-AS1	0.160677465272371	0.911310367487377	0.315571345974835	0.584792477770408	0.765720109668354	0.232998222376828
RPS15AP38	0.0900493955087144	4.96382979138629	0.315408593930603	0.584888068868363	0.76577581735749	0.232927237719397
HNRNPA1P7	-0.0566150704648627	6.99878494224492	0.314998666956551	0.585128981950072	0.766021763256664	-0.23274839037113
ANKRD17	0.0463115004415215	7.84488435150518	0.314656627092616	0.585330157888432	0.766215647377348	0.232599099212117
RPL6P27	-0.048845693568978	9.1249166240719	0.314160273974965	0.585622354779387	0.766377452572157	-0.232382353445517
NACA2	-0.0996124082269972	5.9522024949616	0.314057394769761	0.585682956948492	0.766377452572157	-0.232337413518422
LOX	0.170948553759029	0.657275995476639	0.374196278389875	0.585685967424561	0.766377452572157	0.232335181201827
RUNX3	0.179507334591468	0.65617445754146	0.329333409197969	0.585685967478911	0.766377452572157	0.232335181161526
C6orf223	-0.216952939900779	0.807601757274402	0.313960176582219	0.58574023658057	0.766377452572157	-0.232294941714391
ACSS2	-0.0595538254941421	5.40970199410317	0.313905778568516	0.585772292302658	0.766377452572157	-0.232271174792781
SF3B1	-0.0440736924439969	9.64123790072027	0.313708015180915	0.585888861707004	0.766460499103064	-0.232184758256635
UPF3AP1	-0.0674348123664786	3.84983575762497	0.313496441992091	0.586013625322083	0.766554249288654	-0.23209228614334
BRD9P2	-0.180725607037329	0.439781637980676	0.31334830042156	0.586101017004803	0.766599101339253	-0.232027525028225
FBXL12	0.109313312830659	3.27756639626926	0.313127683700855	0.586231214213607	0.766699928282989	0.231931061025838
SNRPE	0.0510488896907244	6.17702413946248	0.312822121576058	0.586411642907683	0.766866426036354	0.231797415583226
ACTG1P3	-0.178519921894657	0.630174027080822	0.312661448105168	0.586506564615121	0.766881462727674	-0.231727122576299
ARMC8P1	-0.147633689993693	1.98742449005617	0.31262282505211	0.586529386947648	0.766881462727674	-0.231710223498195
SPATA17	-0.256497790914338	-0.314974192787032	0.374041382463423	0.586647134852495	0.766910351574449	-0.231623046053792
TRAPPC4	0.0475999347727497	5.39016312090532	0.312405682000982	0.586657731534818	0.766910351574449	0.231615201407798
SPART	-0.0452632413020076	7.42046298722828	0.31215681022303	0.586804902692649	0.767033282802524	-0.231506266329319
POMGNT1	-0.0729893255879401	4.03785875672732	0.311918577596778	0.586945855459545	0.767048279944646	-0.231401959671809
FPGT-TNNI3K	0.316196030786997	-0.778872220485897	0.311887843590264	0.586964044760339	0.767048279944646	0.231388501206277
ZFYVE19	0.0735249758390657	4.34188808615311	0.311868017267474	0.586975779201199	0.767048279944646	0.231379818984565
ISOC1	0.0522490612256557	5.21648052801187	0.311558513047255	0.587159027219905	0.767218294437595	0.231244257712461
ZWILCH	0.038735519618894	6.4093429121448	0.311240030909575	0.587347717138407	0.767352341687733	0.231104714893324
TRAPPC12	-0.0611969851069871	5.13487766508633	0.311205934492647	0.587367925716919	0.767352341687733	-0.231089772597818
KIAA1324L	0.0663969753769001	4.563113275135	0.310685009338823	0.587676855514277	0.767596447142938	0.230861412774393
CBWD2	-0.0557821596339068	5.509482999674	0.310682076538965	0.587678595757523	0.767596447142938	-0.230860126732731
TCOF1	0.0651091639785415	6.35823722515671	0.310621921097268	0.587714292759137	0.767596447142938	0.230833747449723
GAPDHP76	0.198518806051929	0.403678920368714	0.310447860594165	0.587817608337134	0.767661931785315	0.23075740858475
RSRP1	-0.0405626737437007	7.21843952034358	0.309566450040347	0.588341370859646	0.768276438691077	-0.230370611914548
RPS3AP47	-0.0853604742481523	5.04259559026793	0.309406503738442	0.588436522169488	0.768331189764718	-0.230300379988634
TPM2	0.226334705532727	0.124708644782976	0.309124576576102	0.588604318817948	0.768480776562893	0.230176555637831
RPL13AP6	0.126936299674763	3.83964672474303	0.308937349652643	0.588715808137962	0.76855682820398	0.230094302399296
FAM177A1	-0.071908972237309	4.03462692795297	0.30847482464605	0.588991423353197	0.768847109822474	-0.229891029181488
CHCHD5	0.22182378235668	1.55975079483392	0.308225955776721	0.589139835864124	0.768882799063989	0.229781610584235
IRF2BP2	-0.0401743046496247	7.32318792082519	0.308077046466163	0.589228675658872	0.768882799063989	-0.229716125751046
NPIPB12	0.417084939866701	-0.561512068327736	0.308025962238554	0.589259159237721	0.768882799063989	0.229693658230052
ECPAS	-0.0389800946165235	8.13970869932117	0.307973951857117	0.589290198924672	0.768882799063989	-0.229670782031151
CPAMD8	0.117332914506283	2.51661695300732	0.307923535891298	0.589320290384065	0.768882799063989	0.229648605824698
ATP6V0A1	0.050563792767378	5.49814086783335	0.307734733690732	0.589433008580793	0.768882799063989	0.229565547069247
LINC00533	-0.234718744244682	0.0120630177706608	0.307727802115062	0.589437147724041	0.768882799063989	-0.229562497357516
SORT1	-0.0723373904824948	5.23513291211598	0.307714894263109	0.589444855724658	0.768882799063989	-0.229556818176521
GUF1	-0.0405842554788673	7.67056359621501	0.307585964634807	0.589521858579988	0.768913764949467	-0.229500087287001
JADE1	-0.0371809163045799	6.88199037113276	0.30730624670909	0.589688992877099	0.769062273120769	-0.229376978678616
SNHG6	0.0383906151215888	6.87297279941393	0.307060763673198	0.589835754531897	0.769172602472653	0.22926890502047
SDHD	-0.0542780006952539	6.44163186033051	0.306900275323698	0.589931744258907	0.769172602472653	-0.229198233792631
STK10	0.0598029082912244	4.85897394154489	0.306897450531525	0.589933434093738	0.769172602472653	0.229196989776017
HNRNPA1P51	-0.226616482359572	0.564741827996743	0.30676940443645	0.590010044087059	0.769203016024636	-0.229140595045218
CHRNB2	-0.241622730026023	0.139040754110005	0.306654381940563	0.590078880114904	0.769223289989051	-0.22908992919035
TRIM11	-0.0888853973287092	4.43326401211051	0.306553521137789	0.590139255046298	0.769232531453576	-0.229045495879606
NAMPTP3	0.212958749566577	0.675602035755962	0.306304153919627	0.590288581881299	0.769294777077083	0.22893561737834
MAP3K11	0.0822064214092302	4.09553439394481	0.306295795239487	0.590293588645252	0.769294777077083	0.228931933755105
TPI1	0.0393848318357514	7.89146211018495	0.30595236597983	0.590499377496274	0.769493501853783	0.22878055588294
LSM2	0.0836011969821913	3.42170222662769	0.305746529298771	0.590622791731569	0.769551154534626	0.228689797919085
FABP5	-0.100064880596269	3.25741191095105	0.30570077046972	0.590650234985013	0.769551154534626	-0.228669618920209
CEBPB-AS1	-0.178720090935127	0.53639854469568	0.320320545818084	0.590801670033468	0.769678991842175	-0.228558285727565
GIT1	0.108047129024446	3.03245884315836	0.304853212412282	0.591159038751654	0.770043087162133	0.228295665716783
TMPO-AS1	-0.0868018227266645	2.77142701240828	0.304805296437045	0.591187831464251	0.770043087162133	-0.228274513690221
UBE2W	-0.0602258200097325	4.81171550756374	0.304638540342576	0.591288058547397	0.770104151316332	-0.228200891776033
ZNF121	-0.039325782403102	8.22119555482822	0.304305394601326	0.591488401117852	0.770295584892856	-0.228053767316529
NDUFV3	0.0388713763725975	6.70609982946052	0.304086533604216	0.591620095620997	0.770354075365337	0.227957082699004
SULT1A2	0.224835722231921	-0.180751734131233	0.344650399695992	0.591640041117726	0.770354075365337	0.227942441422922
RPS3AP5	-0.0888635832464274	5.2061958547899	0.303702402407082	0.591851389123342	0.770559763111884	-0.227787328726319
ETFRF1	-0.0813134938795362	3.37083914748211	0.30356182781255	0.59193608035705	0.770600528094001	-0.227725187613195
NPM1P5	-0.125760510389783	3.00766095278231	0.303459756364693	0.591997591038346	0.770611111292116	-0.2276800605083
TSR2	-0.0564108629817961	4.70009658237202	0.303233921774933	0.592133732908931	0.770647813909602	-0.227580197153255
LCMT1	0.0845378713430245	3.87786520133923	0.303152748104449	0.592182683911611	0.770647813909602	0.227544296020656
ZNF767P	-0.0780278472221949	3.90082882756345	0.303147352622229	0.592185937912109	0.770647813909602	-0.227541909610826
PIAS3	0.12378220186565	1.8380878043997	0.302931200525939	0.592316330111587	0.770748020686035	0.227446293731526
NUCB1	0.0848615877249083	5.27496375795528	0.302732569652529	0.592436206927384	0.770834527553286	0.227358407294218
ST13P19	0.0954713688952287	2.95177836644256	0.302396759508369	0.592638991698394	0.771019094031958	0.227209778231648
ZNF623	-0.0569548218904432	4.79576374154213	0.302320807655934	0.592684877145514	0.771019094031958	-0.227176154009581
ARHGEF38	-0.297676857193308	-0.0135408606704779	0.302212446357847	0.592750355560389	0.771034793014036	-0.227128176838819
SCARNA8	0.148059878386133	2.27142728235724	0.301876765275955	0.592953292633437	0.771229275831724	0.226979514983906
MAPK8IP3	0.0721709630830418	5.16616304460694	0.301593419942187	0.59312470584912	0.771313842814313	0.226853985610104
RETREG2	-0.0584142336925295	5.70890996273658	0.301592651228279	0.593125171036415	0.771313842814313	-0.226853644993377
ANXA11	-0.0727323602672735	4.85800698134156	0.301399627310129	0.593242004236516	0.771396286539214	-0.226768106527161
FBXO7	0.0388085517781664	8.55937677909742	0.301223063590632	0.593348917649157	0.771465817813494	0.226689845511641
EZH2P1	0.164443752424481	1.09387475870037	0.301044302450442	0.593457203751071	0.771537121159084	0.226610594055467
RPS6KA2	-0.248211142954914	-0.257629621502536	0.346149611111028	0.59374974050471	0.771847929214407	-0.22639656717322
RHOT1P1	-0.109606837298824	2.38102455756249	0.300387530753741	0.593855413167196	0.771866472731335	-0.226319280451812
B3GALT2	-0.151463391913671	1.75869194360621	0.300361938700341	0.59387094157848	0.771866472731335	-0.226307924463446
RPL31P61	-0.21540137452089	0.138025916694508	0.299768852977469	0.594231050786891	0.772218005944534	-0.226044658434284
KRT18P57	-0.232419031393428	0.0972670575405638	0.299740307475531	0.594248394848838	0.772218005944534	-0.226031982690626
SNIP1	-0.045608337013914	5.46609424378173	0.299449796779509	0.594424969158186	0.772377934722554	-0.225902956078131
BLMH	0.0458678637662664	6.1269607733335	0.299337540765994	0.594493229312334	0.772397107222829	0.225853087200103
SLC35E2B	0.0565831155741164	5.30745460381207	0.298909765692353	0.594753503507951	0.772665728639379	0.225662990989412
BAK1	-0.120625854479393	3.47885725107999	0.298454650956269	0.595030681442772	0.772955088703267	-0.225460640258417
SPIRE2	-0.194630198193688	0.80977699315643	0.298368266670249	0.595083323347749	0.772955088703267	-0.22542222026038
MRPL50	-0.0510672836214398	6.42397001539862	0.297728461663331	0.595473527920524	0.773295267074712	-0.225137540534827
NSUN5P1	0.0823311407211167	3.80174302415912	0.297718021591425	0.595479899686699	0.773295267074712	0.225132893463286
ZBTB11-AS1	0.119722531208755	1.5581380816423	0.297560979082804	0.59557576332218	0.773295267074712	0.225062983971585
PPP4R1L	0.124383138889816	1.50935058048237	0.297531436148309	0.595593800965957	0.773295267074712	0.225049831101676
RBSN	0.0490594007353883	5.3472390017576	0.297499901646056	0.595613055874461	0.773295267074712	0.225035791054029
FMNL2	-0.148437369260733	1.75255789894203	0.296906289536566	0.595975764907614	0.77369659552215	-0.224771400294813
TRAF4	-0.10540090052212	3.67525284474384	0.296708323215562	0.596096832297968	0.773752426773197	-0.224683186036934
ICA1	-0.0376855665008662	7.49319751616193	0.296660692334891	0.596125969144604	0.773752426773197	-0.224661958508487
LINC02614	-0.250185057711393	0.00835954167280929	0.296355293599076	0.596312861259803	0.773790826062758	-0.224525823701506
GPR89A	0.0464494437486364	6.26516752804789	0.296310841719794	0.5963400746213	0.773790826062758	0.224506004670539
RPS15A	-0.059735374279149	7.09105156620081	0.296288558850734	0.596353717163065	0.773790826062758	-0.224496069378433
PARVB	-0.0685230695458943	5.55799588375314	0.296182490674402	0.596418665954015	0.773790826062758	-0.224448773009162
RN7SKP203	0.0693622637675375	12.5050560326047	0.296174498127519	0.596423560653942	0.773790826062758	0.224445208847664
DNAJC30	-0.187170035111622	0.57167351390341	0.296009471010559	0.596524643977101	0.773812702161901	-0.224371609793832
HNRNPA1P54	-0.106751935829982	3.90631858951781	0.295971955552222	0.596547628315309	0.773812702161901	-0.224354876572406
ARSB	0.0511222212653422	4.92259463278339	0.295656657928347	0.596740875179269	0.773993825165132	0.22421421310812
PYGB	0.0566529361817177	5.2114154013418	0.295450831453662	0.596867099839491	0.774087993287476	0.224122359375963
ITPK1-AS1	0.120789585639282	1.68484808846676	0.29504654099938	0.597115202163716	0.774340195691287	0.223941871823127
MTHFD1L	-0.0426972946607973	6.90382570214849	0.294774528886953	0.597282254334103	0.774487256226274	-0.223820388248514
FKBP1C	0.148677889884111	2.94570112431508	0.294461033252165	0.597474908464926	0.774667485054757	0.223680328612527
UTP11	0.0428960845799179	6.37016636668138	0.294345430263925	0.597545984528647	0.774690061307189	0.223628667687622
RCC2P6	0.0787439318222507	3.85559116468927	0.293892797042111	0.597824452806627	0.774981483541349	0.223426324991297
ST7-OT4	-0.199166757300821	0.638688654438501	0.293632004703635	0.597985024728412	0.775071243430076	-0.223309691863178
SMARCC1	-0.0485206370383395	7.68823453255869	0.293605946106019	0.598001074350526	0.775071243430076	-0.223298035770643
MAST4	-0.0871646875345963	3.24240056605977	0.293388456837614	0.598135063514617	0.7751753098929	-0.223200737891244
ZNF529	0.0561748161899895	4.82680520548413	0.292910630570103	0.598429667879025	0.775487494210198	0.222986883932431
CTNNA1	0.037320305725621	6.60499619590906	0.292604670368138	0.598618473372647	0.775662533130556	0.222849884956556
PRKXP1	0.160937250074767	1.50539137602841	0.29226435949386	0.598828628312596	0.775865201787886	0.222697445434888
JAM3	0.0830359689806467	2.98142463930652	0.292048408163011	0.598962069593395	0.775927957237721	0.222600679259878
MED4	-0.0501450193947223	5.66167866591604	0.291873431109099	0.599070239304989	0.775927957237721	-0.222522254815674
ZNF584	0.0529950302361594	5.34583942615357	0.291845748708711	0.599087356278596	0.775927957237721	0.22250984608545
FCER2	0.764569484530922	-2.08167869032417	0.291795438864104	0.599118467294351	0.775927957237721	0.222487293461842
SRSF6	0.0481675716694634	7.77526379589919	0.291646590605762	0.599210533867091	0.775927957237721	0.222420560528652
DNM1	0.28355264692152	-0.701002471764347	0.362915745555416	0.599236815820168	0.775927957237721	0.222401512370717
PPATP1	0.103645390569404	3.63374807250366	0.291577448022582	0.599253310837029	0.775927957237721	0.222389557837855
PPM1B	-0.0424366403629654	5.95617502086544	0.291402645292772	0.599361486985905	0.775998423868029	-0.222311166840608
TPCN2	0.106898858749012	4.02227962216306	0.29109851774689	0.599549796640264	0.776123996268121	0.222174739991404
DOK1	-0.118300157024562	2.59565107778846	0.29107235498768	0.599566002104605	0.776123996268121	-0.222163001435799
EEF1A1P19	0.0876638369843486	9.22688153994456	0.290746204123122	0.599768103092562	0.776315998945954	0.222016634640579
MIER2	0.111770230729361	2.5133946761771	0.290633980581514	0.599837677243323	0.776336445103515	0.221966258641584
PRMT3	-0.0392072110871545	6.85931080100308	0.290522000717002	0.599907117834381	0.776356714751871	-0.22191598517397
HTATSF1	-0.0389613662899409	7.03205590130495	0.290300710698723	0.600044394958249	0.776464762066806	-0.221816616662806
FBXL15	0.0886365096832393	3.4562294569994	0.289815789016662	0.600345455161145	0.776784708318212	0.22159877278889
BOD1	-0.0667932451375739	4.26288186517101	0.289522897724682	0.600527454131306	0.776950558150165	-0.221467133298238
SLC10A4	0.0580769509464881	5.29711451746504	0.288878853657629	0.600928078434446	0.777393874086101	0.22117750305242
BLOC1S3	0.139273657545446	1.68447646797722	0.288798973857652	0.600977807896986	0.777393874086101	0.221141564745724
ZNF3	0.0436919221718086	5.38297816152437	0.288552253271687	0.601131461427916	0.777522961846913	0.221030541758589
ZBTB5	0.0595066388084875	4.86113626522	0.288433054374494	0.601205727271974	0.777549353063807	0.220976890841671
LINC00921	0.15511157026506	1.10401255276113	0.287639863832152	0.601700428600769	0.778119447037597	0.220619679153379
MTND1P9	0.222607688143371	-0.127693213166859	0.326514409640672	0.601912256891817	0.778288726116648	0.220466812936577
SMPD3	0.179020976502548	0.643655140880716	0.28725760766763	0.601939153996424	0.778288726116648	0.220447406448357
RASA4CP	0.111277180586772	2.92765140587256	0.286917914796293	0.602151471803077	0.77829153461364	0.220294247789334
TMEM147-AS1	-0.0880518563590834	3.27108953765518	0.286757381384021	0.602251866825889	0.77829153461364	-0.220221845126339
PAIP1	-0.046919470071728	5.59153858343016	0.286750837284613	0.602255960177865	0.77829153461364	-0.220218893347802
MYLK-AS1	-0.134451624534018	1.31469380770865	0.286653734669826	0.60231670528376	0.77829153461364	-0.220175091483337
TARS1	0.042740186215473	8.71075997651294	0.286636156455437	0.602327703233829	0.77829153461364	0.220167161593
CCDC25	0.0392943144875066	7.32780672549886	0.286602321656732	0.602348873483029	0.77829153461364	0.220151897541907
TINF2	0.0499335205455025	4.91468189004062	0.286587904895246	0.602357894467045	0.77829153461364	0.220145393446995
CCAR2	0.0708120330498542	5.69960704408759	0.286564353250597	0.602372632047534	0.77829153461364	0.220134767917481
ZNF282	0.0722250033918637	4.9602997456972	0.286412175952103	0.602467876922963	0.778344932097718	0.220066104349802
RNFT1P3	0.18627565441126	0.779966165981805	0.286027572777731	0.602708739808047	0.778586431129214	0.219892510833586
FBXO22	-0.0417547778300105	6.08740750007351	0.28585108921877	0.602819335627597	0.778627083107447	-0.219812825996268
SNORA26	-0.127321421655993	5.17779955922187	0.285632508016678	0.602956374179529	0.778627083107447	-0.219714109316732
COL18A1-AS1	0.171409134857522	0.601552202213861	0.285581965076816	0.602988071581761	0.778627083107447	0.219691279066248
SRPRB	-0.0431364279253298	6.33767201146942	0.285547662856273	0.603009585891605	0.778627083107447	-0.219675783934909
ECT2	-0.04552267014433	6.89019152807919	0.285525368730203	0.603023569642024	0.778627083107447	-0.21966571279281
EXOSC6	-0.0674263102996575	5.26489679050012	0.285461192168689	0.603063827668632	0.778627083107447	-0.219636720136301
MEAF6	-0.043924565441884	5.45692378947571	0.285163109421012	0.603250892594069	0.778700082934908	-0.219502026819273
LINC01126	-0.0987750442463372	2.16876567005304	0.285059322735957	0.603316054884995	0.778700082934908	-0.219455117489519
GOLGA7	0.043629389346459	6.0039398169294	0.285038240313864	0.603329293334459	0.778700082934908	0.219445587952841
CLNS1AP1	-0.141260550620755	1.70766126007766	0.285027347161418	0.603336133806245	0.778700082934908	-0.21944066400444
RHOT1	-0.0408462143270438	6.43403339208923	0.28455193214104	0.603634841676897	0.779015964102242	-0.219225700786254
CDC42BPG	0.138044368091274	3.08907937338151	0.283978481177764	0.603995578881795	0.779360481965004	0.218966240309775
SLC35E2A	-0.124921659940523	1.7236410868784	0.283955933872886	0.604009772251626	0.779360481965004	-0.218956034887768
DNAJC3	-0.0409669465049316	6.10839032489513	0.283782287441704	0.604119106025893	0.779431889765823	-0.218877428944589
NDUFAF4	0.0622484532983038	5.59363928848755	0.283483630555037	0.604307252491288	0.77958165494968	0.218742193608492
SMAD5	-0.0473536976524304	6.27316898668075	0.283426606844492	0.60434319067206	0.77958165494968	-0.218716366863147
MCL1	-0.0353881405557177	7.6293543763209	0.282331163204543	0.605034488735667	0.780363137244845	-0.218219868586081
PHBP7	-0.110974775946935	1.90146915685388	0.282269779374923	0.605073277554365	0.780363137244845	-0.218192026817942
UNGP3	0.189898794771257	1.05221565626786	0.282209810580123	0.605111177495067	0.780363137244845	0.218164824790932
INTS14	0.0443709788428887	6.04705781545487	0.2817279062499	0.605415928373422	0.780686408396491	0.217946157027147
INTS10	0.0364710851737522	7.86167675566982	0.281589734365717	0.605503369147348	0.78072942452761	0.217883436008904
XYLB	-0.0820506956592313	3.44091229278431	0.281420594541916	0.605610445614364	0.780782680063839	-0.217806642699603
ZAR1	0.123789826295909	1.64883149461341	0.28132916252079	0.605668345402157	0.780782680063839	0.217765123672691
BTF3P10	0.0820862128921875	3.51191219353723	0.28121084315116	0.605743289869953	0.780782680063839	0.217711388067209
TLCD3A	0.0788330153943768	4.15813838052035	0.281169384552306	0.60576955493104	0.780782680063839	0.217692557443749
POMP	-0.0451627765139834	6.8907636992686	0.281070353559449	0.605832303719285	0.780782680063839	-0.2176475732729
VAT1	0.0614035474534662	7.24384528502823	0.281012154585731	0.605869186899081	0.780782680063839	0.217621134151401
MRPS16	-0.0350973875035974	6.99718870204012	0.280907502423441	0.605935521923486	0.780798464204895	-0.217573586993225
MESTIT1	0.209428851478823	0.839484611125383	0.28073988564213	0.606041801239063	0.780865712485461	0.217497419692844
RNVU1-29	-0.0966986545777302	2.72320346639104	0.280248140997613	0.606353835199815	0.781198033462251	-0.217273871164228
LSM14B	0.0674102312129621	4.66453437056226	0.279754139586966	0.606667658882859	0.781526363220797	0.217049156437338
ADAR	-0.0530465435077888	7.40339215944309	0.27967659316084	0.606716954323599	0.781526363220797	-0.217013868800302
CBL	-0.0779748659425031	3.61160221172626	0.279574763919468	0.606781699549378	0.781540026293257	-0.216967525948215
SRRM5	0.219677048758383	0.237712968381989	0.278987092804109	0.607155652419465	0.781854028284347	0.216699957489522
RPL38P3	0.362433009055129	0.415168028680886	0.278980343117871	0.607159950411804	0.781854028284347	0.21669688317449
TAF2	-0.0380219432576603	7.69804244296255	0.278859082351199	0.607237177012242	0.781854028284347	-0.216641647394177
PRDX3P2	-0.164920858658661	0.712156124242662	0.310331744273539	0.60724663807641	0.781854028284347	-0.2166348809179
MAZ	0.0870897573161192	3.53048245428394	0.278652068732919	0.607369066785881	0.781854028284347	0.216547330406381
PATL1	-0.0676043257877613	4.7672181980995	0.278646780348772	0.60737243688229	0.781854028284347	-0.216544920652093
TMEM39B	-0.146327109863264	2.23754456666591	0.278596299761925	0.607404608424006	0.781854028284347	-0.216521917380671
MAML1	0.0695744337947753	4.15159731783997	0.277871627294455	0.607866862569048	0.782379282101175	0.216191531225969
KIDINS220	0.0356352658587537	7.6878309496973	0.277579287409942	0.608053561261321	0.782549809250997	0.216058163596179
NDUFS1	0.0359071053075231	8.28397429570053	0.277339878680836	0.60820655101575	0.782676927301067	0.215948906364414
NRIP2	-0.168893645048461	1.47012711671434	0.27681705008914	0.608540952296723	0.783019475676008	-0.215710190222685
UBE2G1	0.0409039082003966	6.09174461085374	0.276754132790895	0.608581221743198	0.783019475676008	0.215681452272177
GINS1	0.0600982593628177	4.80645778525232	0.276644552640893	0.608651371313139	0.783028609242399	0.21563139516503
TTC1	-0.0464225843692941	5.85764759380606	0.276554456799968	0.608709061136244	0.783028609242399	-0.215590233367443
PUS7L	-0.0462276685091031	7.15711575124906	0.276488901774553	0.608751044716504	0.783028609242399	-0.215560280456203
FAHD1	0.0468874946543523	5.3653712341591	0.27638041764255	0.608820535638691	0.783048222779771	0.215510707150505
LINC00167	0.158785092881563	0.790090803593522	0.276244537051354	0.60890760059891	0.783090434053084	0.215448604895117
COPS5P1	0.147290293053267	1.42202172715554	0.276154434026501	0.608965349027194	0.783094938406964	0.215407418622331
AP5Z1	0.0819096592768285	4.73364014499162	0.275516744538348	0.609374402592068	0.783460129471075	0.215115792723289
SVIL-AS1	-0.108723806544938	2.45444536742839	0.275486399251537	0.609393883180543	0.783460129471075	-0.215101909342537
SNORA80E	-0.148245348541665	2.33478839133567	0.275372358750862	0.609467105497908	0.783460129471075	-0.215049729399594
C9orf16	0.105023428864755	3.26431793203366	0.275367361143618	0.609470314774166	0.783460129471075	0.21504744253737
MTHFD2L	0.0737613958796234	4.57666932859543	0.275248031980157	0.609546954671453	0.783460129471075	0.214992834148526
CCDC174	-0.0588912785826091	4.54593707316323	0.275204430138803	0.609574963578492	0.783460129471075	-0.214972878615627
LINC02506	-0.0730130209363256	3.67279392659659	0.274760433537824	0.609860340977639	0.783757133655586	-0.214769607754912
TAS2R46	0.205456852097767	0.120720847069878	0.274672859342682	0.609916664163131	0.7837597439789	0.214729500672098
CCNH	-0.0452858472028319	7.17436232394973	0.273478675248366	0.610685860748501	0.784678334291532	-0.214182135137572
CSDE1	-0.0408065221682336	9.83839096550809	0.273311612098741	0.610793641951503	0.784746975365958	-0.214105492374866
PLCD3	0.230673333339562	0.337561467488488	0.273003590159857	0.610992474494113	0.784871334351014	0.213964138866787
SLFNL1-AS1	-0.163026682825075	0.75405513985605	0.272993217694374	0.610999172584974	0.784871334351014	-0.213959377878597
SECISBP2	-0.0418485161127176	5.81233552894934	0.272899059075655	0.611059983666398	0.784879608880516	-0.213916155884003
ZNF570	0.0772721162323902	3.30894174075156	0.272681191514063	0.611200742384067	0.784990562015693	0.213816126924009
LSM1	-0.0591096892168384	4.88877088160388	0.272380934280676	0.611394849822464	0.785170007298025	-0.213678223940164
RNU2-33P	-0.173581096020895	4.06625749141111	0.272266865073662	0.611468628340402	0.785174333312214	-0.21362581972034
ISYNA1	-0.0582610180443835	5.51486330168374	0.272207553111942	0.611506998436494	0.785174333312214	-0.213598568284345
HRAS	0.115111285392358	2.44804255073934	0.272109699509614	0.611570313668185	0.785185792254884	0.213553603905567
KRT8P33	0.208443729988751	-0.0804756156917707	0.340438721867079	0.611649391228161	0.785195367312957	0.213497452180982
MAFG-DT	0.165014042252628	1.50627874009289	0.271930108462762	0.611686554502737	0.785195367312957	0.213471065635015
TBL1XR1-AS1	-0.14939969087446	0.766739360952047	0.283925251265658	0.611940133936557	0.785382445958507	-0.2132910627772
FBXO31	0.0868337183996835	4.14964145883459	0.271513013975764	0.611956711052458	0.785382445958507	0.213279298141983
YIPF3	-0.113025853377716	3.66990106275153	0.271453151273981	0.611995506690721	0.785382445958507	-0.213251766459977
KCNG2	-0.166365730712912	0.660203631699886	0.271312884460651	0.61208643196371	0.785413255067909	-0.213187247340544
NSMCE1-DT	-0.217409108135365	-0.105681138516574	0.308301041088549	0.612154053735705	0.785413255067909	-0.213139270226886
TOMM22	0.0352578712037993	6.93087460039972	0.271104524125901	0.612221553443671	0.785413255067909	0.213091385001866
ZNF678	-0.0540045451643706	4.76582786049327	0.271080495271216	0.612237140432196	0.785413255067909	-0.213080328127281
NPM1P12	0.0720612602157579	3.76083326346329	0.270770112608188	0.612438558811224	0.785589331820293	0.212937474159642
TGFB1	-0.102627636729565	3.2753722579487	0.270701303710497	0.612483231479454	0.785589331820293	-0.212905796882828
